geo,year,permanent
ITH5,2019,1292985.0
ITH5,2020,1300545.0
ITH5,2021,1292473.0
ITH5,2022,1309910.0
ITH5,2023,1328233.0
ITI1,2008,945756.0
ITI1,2009,949628.0
ITI1,2010,922154.0
ITI1,2011,935002.0
ITI1,2012,948515.0
ITI1,2013,941308.0
ITI1,2014,942290.0
ITI1,2015,975199.0
ITI1,2016,978433.0
ITI1,2017,975481.0
ITI1,2018,975038.0
ITI1,2019,962258.0
ITI1,2020,986869.0
ITI1,2021,985324.0
ITI1,2022,1018360.0
ITI1,2023,1031613.0
ITI2,2008,229148.0
ITI2,2009,224020.0
ITI2,2010,223440.0
ITI2,2011,223555.0
ITI2,2012,221004.0
ITI2,2013,220740.0
ITI2,2014,216925.0
ITI2,2015,223689.0
ITI2,2016,224023.0
ITI2,2017,222411.0
ITI2,2018,212125.0
ITI2,2019,215709.0
ITI2,2020,218038.0
ITI2,2021,217277.0
ITI2,2022,216112.0
ITI2,2023,229801.0
ITI3,2008,414357.0
ITI3,2009,416486.0
ITI3,2010,404382.0
ITI3,2011,399380.0
ITI3,2012,401578.0
ITI3,2013,395920.0
ITI3,2014,392980.0
ITI3,2015,383062.0
ITI3,2016,383647.0
ITI3,2017,368802.0
ITI3,2018,384925.0
ITI3,2019,384703.0
ITI3,2020,393418.0
ITI3,2021,391189.0
ITI3,2022,395841.0
ITI3,2023,408084.0
ITI4,2008,1464732.0
ITI4,2009,1506318.0
ITI4,2010,1504101.0
ITI4,2011,1494604.0
ITI4,2012,1484566.0
ITI4,2013,1505348.0
ITI4,2014,1542430.0
ITI4,2015,1546027.0
ITI4,2016,1583519.0
ITI4,2017,1604012.0
ITI4,2018,1543968.0
ITI4,2019,1536796.0
ITI4,2020,1531949.0
ITI4,2021,1506840.0
ITI4,2022,1553470.0
ITI4,2023,1558686.0
LT00,2008,1205949.0
LT00,2009,1111547.0
LT00,2010,1067456.0
LT00,2011,1069295.0
LT00,2012,1080139.0
LT00,2013,1087982.0
LT00,2014,1104686.0
LT00,2015,1121396.0
LT00,2016,1136893.0
LT00,2017,1134593.0
LT00,2018,1152560.0
LT00,2019,1154981.0
LT00,2020,1134070.0
LT00,2021,1140031.0
LT00,2022,1169559.0
LT00,2023,1185245.0
LU00,2008,177187.0
LU00,2009,184447.0
LU00,2010,188709.0
LU00,2011,188731.0
LU00,2012,197776.0
LU00,2013,201027.0
LU00,2014,205288.0
LU00,2015,204889.0
LU00,2016,209704.0
LU00,2017,219805.0
LU00,2018,226719.0
LU00,2019,231723.0
LU00,2020,240396.0
LU00,2021,243866.0
LU00,2022,252637.0
LU00,2023,261372.0
LV00,2008,878478.0
LV00,2009,744979.0
LV00,2010,683952.0
LV00,2011,697057.0
LV00,2012,721532.0
LV00,2013,734884.0
LV00,2014,735560.0
LV00,2015,731713.0
LV00,2016,724526.0
LV00,2017,755956.0
LV00,2018,757980.0
LV00,2019,752755.0
LV00,2020,724340.0
LV00,2021,710572.0
LV00,2022,726410.0
LV00,2023,705638.0
MT00,2009,129809.0
MT00,2010,130742.0
MT00,2011,133630.0
MT00,2012,138378.0
MT00,2013,143376.0
MT00,2014,150253.0
MT00,2015,155826.0
MT00,2016,163201.0
MT00,2017,174262.0
MT00,2018,184359.0
MT00,2019,189785.0
MT00,2020,196369.0
MT00,2021,205237.0
MT00,2022,218397.0
MT00,2023,231020.0
NL00,2008,5863242.0
NL00,2009,5758880.0
NL00,2010,5764436.0
NL00,2011,5718338.0
NL00,2012,5634186.0
NL00,2013,5461584.0
NL00,2014,5342427.0
NL00,2015,5432559.0
NL00,2016,5468652.0
NL00,2017,5508287.0
NL00,2018,5665057.0
NL00,2019,5831582.0
NL00,2020,5913779.0
NL00,2021,5482524.0
NL00,2022,5585013.0
NL00,2023,5668690.0
PL12,2008,1389057.0
PL12,2009,1448596.0
PL12,2010,1354764.0
PL12,2011,1391019.0
PL12,2012,1414831.0
PL12,2013,1400282.0
PL12,2014,1477065.0
PL12,2015,1513668.0
PL12,2016,1363575.0
PL12,2017,1406080.0
PL12,2018,1467354.0
PL12,2019,1591378.0
PL12,2020,1638641.0
PL12,2021,1806683.0
PL12,2022,1801473.0
PL12,2023,1805975.0
PL21,2008,770943.0
PL21,2009,757507.0
PL21,2010,708567.0
PL21,2011,752180.0
PL21,2012,758234.0
PL21,2013,768669.0
PL21,2014,766185.0
PL21,2015,752966.0
PL21,2016,853366.0
PL21,2017,893244.0
PL21,2018,919339.0
PL21,2019,972566.0
PL21,2020,1001016.0
PL21,2021,1061800.0
PL21,2022,1065969.0
PL21,2023,1079429.0
PL22,2008,1203839.0
PL22,2009,1254591.0
PL22,2010,1186898.0
PL22,2011,1239323.0
PL22,2012,1261667.0
PL22,2013,1259035.0
PL22,2014,1192794.0
PL22,2015,1131256.0
PL22,2016,1199808.0
PL22,2017,1250463.0
PL22,2018,1277150.0
PL22,2019,1327233.0
PL22,2020,1377868.0
PL22,2021,1441868.0
PL22,2022,1424928.0
PL22,2023,1417348.0
PL41,2008,727448.0
PL41,2009,722568.0
PL41,2010,739123.0
PL41,2011,772628.0
PL41,2012,782229.0
PL41,2013,768054.0
PL41,2014,726900.0
PL41,2015,725872.0
PL41,2016,880232.0
PL41,2017,914054.0
PL41,2018,952987.0
PL41,2019,1001716.0
PL41,2020,1031646.0
PL41,2021,1148729.0
PL41,2022,1136991.0
PL41,2023,1117640.0
PL42,2008,347060.0
PL42,2009,363095.0
PL42,2010,323154.0
PL42,2011,321390.0
PL42,2012,332179.0
PL42,2013,338804.0
PL42,2014,326827.0
PL42,2015,327773.0
PL42,2016,407291.0
PL42,2017,419881.0
PL42,2018,446100.0
PL42,2019,458291.0
PL42,2020,465822.0
PL42,2021,498841.0
PL42,2022,506308.0
PL42,2023,504256.0
PL43,2008,262249.0
PL43,2009,253062.0
PL43,2010,253893.0
PL43,2011,243937.0
PL43,2012,238060.0
PL43,2013,231584.0
PL43,2014,229711.0
PL43,2015,236313.0
PL43,2016,244020.0
PL43,2017,248828.0
PL43,2018,255588.0
PL43,2019,280329.0
PL43,2020,294968.0
PL43,2021,316992.0
PL43,2022,321132.0
PL43,2023,319823.0
PL51,2008,652228.0
PL51,2009,671101.0
PL51,2010,666751.0
PL51,2011,636865.0
PL51,2012,624009.0
PL51,2013,621834.0
PL51,2014,646060.0
PL51,2015,672531.0
PL51,2016,736756.0
PL51,2017,752270.0
PL51,2018,755372.0
PL51,2019,833208.0
PL51,2020,861542.0
PL51,2021,893422.0
PL51,2022,889442.0
PL51,2023,900077.0
PL52,2008,227612.0
PL52,2009,221655.0
PL52,2010,206802.0
PL52,2011,210157.0
PL52,2012,214382.0
PL52,2013,206452.0
PL52,2014,217363.0
PL52,2015,231704.0
PL52,2016,235459.0
PL52,2017,240496.0
PL52,2018,246519.0
PL52,2019,274288.0
PL52,2020,279280.0
PL52,2021,288566.0
PL52,2022,279918.0
PL52,2023,278546.0
PL61,2008,366335.0
PL61,2009,401884.0
PL61,2010,381766.0
PL61,2011,381531.0
PL61,2012,387068.0
PL61,2013,378235.0
PL61,2014,387068.0
PL61,2015,436852.0
PL61,2016,455223.0
PL61,2017,473663.0
PL61,2018,486960.0
PL61,2019,504788.0
PL61,2020,523715.0
PL61,2021,550798.0
PL61,2022,560607.0
PL61,2023,558074.0
PL62,2008,326084.0
PL62,2009,321268.0
PL62,2010,308745.0
PL62,2011,289878.0
PL62,2012,286552.0
PL62,2013,296866.0
PL62,2014,295869.0
PL62,2015,314102.0
PL62,2016,295322.0
PL62,2017,309251.0
PL62,2018,330433.0
PL62,2019,347921.0
PL62,2020,360238.0
PL62,2021,397049.0
PL62,2022,387818.0
PL62,2023,392739.0
PL63,2008,483635.0
PL63,2009,473481.0
PL63,2010,476854.0
PL63,2011,464186.0
PL63,2012,489484.0
PL63,2013,511773.0
PL63,2014,500223.0
PL63,2015,546616.0
PL63,2016,550196.0
PL63,2017,574112.0
PL63,2018,573208.0
PL63,2019,654335.0
PL63,2020,688721.0
PL63,2021,747928.0
PL63,2022,749937.0
PL63,2023,733531.0
PL71,2008,653588.0
PL71,2009,648238.0
PL71,2010,603303.0
PL71,2011,611203.0
PL71,2012,615215.0
PL71,2013,640292.0
PL71,2014,649509.0
PL71,2015,640948.0
PL71,2016,565814.0
PL71,2017,582402.0
PL71,2018,605215.0
PL71,2019,611691.0
PL71,2020,636115.0
PL71,2021,666799.0
PL71,2022,664149.0
PL71,2023,680827.0
PL72,2008,280075.0
PL72,2009,282479.0
PL72,2010,286313.0
PL72,2011,276926.0
PL72,2012,270457.0
PL72,2013,271427.0
PL72,2014,278367.0
PL72,2015,275301.0
PL72,2016,259507.0
PL72,2017,262376.0
PL72,2018,270614.0
PL72,2019,278609.0
PL72,2020,289505.0
PL72,2021,311511.0
PL72,2022,316795.0
PL72,2023,319978.0
PL81,2008,458987.0
PL81,2009,455106.0
PL81,2010,461673.0
PL81,2011,472841.0
PL81,2012,463698.0
PL81,2013,478965.0
PL81,2014,499852.0
PL81,2015,520570.0
PL81,2016,434336.0
PL81,2017,442471.0
PL81,2018,458698.0
PL81,2019,480321.0
PL81,2020,490558.0
PL81,2021,501617.0
PL81,2022,500150.0
PL81,2023,502018.0
PL82,2008,445521.0
PL82,2009,443509.0
PL82,2010,418663.0
PL82,2011,419876.0
PL82,2012,422500.0
PL82,2013,427478.0
PL82,2014,420861.0
PL82,2015,448210.0
PL82,2016,471139.0
PL82,2017,486994.0
PL82,2018,497668.0
PL82,2019,549815.0
PL82,2020,581267.0
PL82,2021,592467.0
PL82,2022,593444.0
PL82,2023,610448.0
PL84,2008,255039.0
PL84,2009,249393.0
PL84,2010,231924.0
PL84,2011,233820.0
PL84,2012,225216.0
PL84,2013,227430.0
PL84,2014,235847.0
PL84,2015,243290.0
PL84,2016,243618.0
PL84,2017,258524.0
PL84,2018,266992.0
PL84,2019,282890.0
PL84,2020,296634.0
PL84,2021,308259.0
PL84,2022,306273.0
PL84,2023,296680.0
PT11,2008,1049281.0
PT11,2009,1022864.0
PT11,2010,1006282.0
PT11,2011,1022630.0
PT11,2012,972168.0
PT11,2013,921463.0
PT11,2014,969969.0
PT11,2015,986401.0
PT11,2016,1014132.0
PT11,2017,1071221.0
PT11,2018,1105837.0
PT11,2019,1121333.0
PT11,2020,1147747.0
PT11,2021,1150762.0
PT11,2022,1182423.0
PT11,2023,1211549.0
PT15,2008,107698.0
PT15,2009,105165.0
PT15,2010,103902.0
PT15,2011,107373.0
PT15,2012,107918.0
PT15,2013,106804.0
PT15,2014,112426.0
PT15,2015,109750.0
PT15,2016,112033.0
PT15,2017,122414.0
PT15,2018,123024.0
PT15,2019,126627.0
PT15,2020,129604.0
PT15,2021,138399.0
PT15,2022,142990.0
PT15,2023,141621.0
PT16,2008,646523.0
PT16,2009,634980.0
PT16,2010,632102.0
PT16,2011,605672.0
PT16,2012,596237.0
PT16,2013,588978.0
PT16,2014,602596.0
PT16,2015,624323.0
PT16,2016,619936.0
PT16,2017,639904.0
PT16,2018,652583.0
PT16,2019,665363.0
PT16,2020,660843.0
PT16,2021,660087.0
PT16,2022,728911.0
PT16,2023,732782.0
PT17,2008,822513.0
PT17,2009,812680.0
PT17,2010,793429.0
PT17,2011,790132.0
PT17,2012,779849.0
PT17,2013,750425.0
PT17,2014,801776.0
PT17,2015,813351.0
PT17,2016,833780.0
PT17,2017,861610.0
PT17,2018,890608.0
PT17,2019,906620.0
PT17,2020,925877.0
PT17,2021,957753.0
PT17,2022,968637.0
PT17,2023,974155.0
PT18,2008,185450.0
PT18,2009,190602.0
PT18,2010,191531.0
PT18,2011,190211.0
PT18,2012,187372.0
PT18,2013,183779.0
PT18,2014,183734.0
PT18,2015,188084.0
PT18,2016,188113.0
PT18,2017,195106.0
PT18,2018,200566.0
PT18,2019,204511.0
PT18,2020,212804.0
PT18,2021,207435.0
PT18,2022,223772.0
PT18,2023,227637.0
PT20,2008,69064.0
PT20,2009,69281.0
PT20,2010,68258.0
PT20,2011,70065.0
PT20,2012,67673.0
PT20,2013,65588.0
PT20,2014,65920.0
PT20,2015,67324.0
PT20,2016,69425.0
PT20,2017,70353.0
PT20,2018,71186.0
PT20,2019,72174.0
PT20,2020,70858.0
PT20,2021,75880.0
PT20,2022,78156.0
PT20,2023,82337.0
PT30,2008,84051.0
PT30,2009,83382.0
PT30,2010,81771.0
PT30,2011,79063.0
PT30,2012,72505.0
PT30,2013,70664.0
PT30,2014,71873.0
PT30,2015,73917.0
PT30,2016,72147.0
PT30,2017,75467.0
PT30,2018,74778.0
PT30,2019,77609.0
PT30,2020,76930.0
PT30,2021,81609.0
PT30,2022,83247.0
PT30,2023,83683.0
RO11,2008,774023.0
RO11,2009,735669.0
RO11,2010,715380.0
RO11,2011,765026.0
RO11,2012,772249.0
RO11,2013,785990.0
RO11,2014,833587.0
RO11,2015,879260.0
RO11,2016,893643.0
RO11,2017,914871.0
RO11,2018,929419.0
RO11,2019,918096.0
RO11,2020,908817.0
RO11,2021,945459.0
RO11,2022,946835.0
RO11,2023,915018.0
RO12,2008,824319.0
RO12,2009,804205.0
RO12,2010,690631.0
RO12,2011,696136.0
RO12,2012,716586.0
RO12,2013,727670.0
RO12,2014,733691.0
RO12,2015,754806.0
RO12,2016,774410.0
RO12,2017,796121.0
RO12,2018,785248.0
RO12,2019,786705.0
RO12,2020,772875.0
RO12,2021,762135.0
RO12,2022,780920.0
RO12,2023,759403.0
RO21,2008,797126.0
RO21,2009,786141.0
RO21,2010,659870.0
RO21,2011,662711.0
RO21,2012,685922.0
RO21,2013,689904.0
RO21,2014,691133.0
RO21,2015,698933.0
RO21,2016,709710.0
RO21,2017,733458.0
RO21,2018,769073.0
RO21,2019,789471.0
RO21,2020,785145.0
RO21,2021,805574.0
RO21,2022,829181.0
RO21,2023,848699.0
RO22,2008,764670.0
RO22,2009,785417.0
RO22,2010,663897.0
RO22,2011,638426.0
RO22,2012,625954.0
RO22,2013,634494.0
RO22,2014,637850.0
RO22,2015,671956.0
RO22,2016,690393.0
RO22,2017,706809.0
RO22,2018,721574.0
RO22,2019,727807.0
RO22,2020,707142.0
RO22,2021,705749.0
RO22,2022,703417.0
RO22,2023,702694.0
RO31,2008,905386.0
RO31,2009,891223.0
RO31,2010,814245.0
RO31,2011,787352.0
RO31,2012,804705.0
RO31,2013,808814.0
RO31,2014,807570.0
RO31,2015,833719.0
RO31,2016,860777.0
RO31,2017,905162.0
RO31,2018,925126.0
RO31,2019,926322.0
RO31,2020,940681.0
RO31,2021,943999.0
RO31,2022,941693.0
RO31,2023,947637.0
RO32,2008,978842.0
RO32,2009,982917.0
RO32,2010,999958.0
RO32,2011,1003596.0
RO32,2012,981014.0
RO32,2013,961754.0
RO32,2014,977154.0
RO32,2015,1018992.0
RO32,2016,1046695.0
RO32,2017,1071487.0
RO32,2018,1094641.0
RO32,2019,1106998.0
RO32,2020,1089728.0
RO32,2021,1074196.0
RO32,2022,1110802.0
RO32,2023,1078983.0
RO41,2008,540133.0
RO41,2009,526826.0
RO41,2010,460161.0
RO41,2011,457184.0
RO41,2012,457728.0
RO41,2013,459992.0
RO41,2014,466497.0
RO41,2015,462945.0
RO41,2016,481364.0
RO41,2017,502966.0
RO41,2018,511070.0
RO41,2019,536214.0
RO41,2020,532704.0
RO41,2021,526802.0
RO41,2022,530030.0
RO41,2023,540349.0
RO42,2008,644866.0
RO42,2009,631185.0
RO42,2010,581314.0
RO42,2011,598668.0
RO42,2012,594003.0
RO42,2013,586487.0
RO42,2014,606670.0
RO42,2015,645222.0
RO42,2016,639110.0
RO42,2017,661921.0
RO42,2018,666742.0
RO42,2019,667454.0
RO42,2020,649147.0
RO42,2021,632883.0
RO42,2022,642131.0
RO42,2023,607753.0
SE11,2008,775724.0
SE11,2009,785157.0
SE11,2010,777301.0
SE11,2011,797203.0
SE11,2012,809598.0
SE11,2013,823275.0
SE11,2014,832889.0
SE11,2015,853860.0
SE11,2016,876730.0
SE11,2017,898997.0
SE11,2018,927058.0
SE11,2019,932996.0
SE11,2020,944057.0
SE11,2021,958197.0
SE11,2022,987006.0
SE11,2023,992699.0
SE12,2008,554672.0
SE12,2009,552423.0
SE12,2010,540150.0
SE12,2011,545382.0
SE12,2012,554604.0
SE12,2013,553246.0
SE12,2014,565631.0
SE12,2015,570489.0
SE12,2016,576703.0
SE12,2017,586033.0
SE12,2018,600087.0
SE12,2019,616540.0
SE12,2020,604637.0
SE12,2021,604259.0
SE12,2022,606178.0
SE12,2023,625379.0
SE21,2008,309829.0
SE21,2009,296955.0
SE21,2010,284923.0
SE21,2011,292161.0
SE21,2012,294759.0
SE21,2013,293356.0
SE21,2014,293650.0
SE21,2015,299312.0
SE21,2016,308163.0
SE21,2017,314278.0
SE21,2018,314623.0
SE21,2019,321634.0
SE21,2020,312923.0
SE21,2021,308755.0
SE21,2022,314281.0
SE21,2023,326274.0
SE22,2008,489159.0
SE22,2009,486985.0
SE22,2010,486822.0
SE22,2011,485021.0
SE22,2012,488989.0
SE22,2013,489553.0
SE22,2014,488338.0
SE22,2015,503350.0
SE22,2016,515244.0
SE22,2017,521283.0
SE22,2018,527133.0
SE22,2019,516715.0
SE22,2020,522048.0
SE22,2021,529006.0
SE22,2022,558281.0
SE22,2023,592894.0
SE23,2008,691288.0
SE23,2009,669814.0
SE23,2010,669230.0
SE23,2011,693258.0
SE23,2012,702040.0
SE23,2013,704101.0
SE23,2014,709397.0
SE23,2015,721864.0
SE23,2016,737776.0
SE23,2017,758102.0
SE23,2018,775234.0
SE23,2019,789960.0
SE23,2020,781219.0
SE23,2021,776066.0
SE23,2022,801731.0
SE23,2023,804700.0
SE31,2008,293343.0
SE31,2009,280176.0
SE31,2010,280417.0
SE31,2011,284412.0
SE31,2012,285895.0
SE31,2013,284060.0
SE31,2014,279170.0
SE31,2015,280803.0
SE31,2016,287001.0
SE31,2017,291451.0
SE31,2018,298959.0
SE31,2019,299510.0
SE31,2020,288412.0
SE31,2021,285887.0
SE31,2022,294971.0
SE31,2023,304503.0
SE32,2008,129161.0
SE32,2009,123943.0
SE32,2010,119439.0
SE32,2011,122339.0
SE32,2012,123919.0
SE32,2013,124885.0
SE32,2014,126368.0
SE32,2015,121836.0
SE32,2016,129489.0
SE32,2017,136508.0
SE32,2018,137226.0
SE32,2019,134815.0
SE32,2020,132262.0
SE32,2021,130722.0
SE32,2022,131953.0
SE32,2023,134527.0
SE33,2008,178897.0
SE33,2009,175096.0
SE33,2010,172645.0
SE33,2011,181382.0
SE33,2012,180456.0
SE33,2013,178836.0
SE33,2014,179633.0
SE33,2015,183674.0
SE33,2016,191611.0
SE33,2017,193458.0
SE33,2018,189046.0
SE33,2019,183853.0
SE33,2020,195436.0
SE33,2021,187290.0
SE33,2022,187530.0
SE33,2023,197413.0
SI03,2008,365238.0
SI03,2009,353593.0
SI03,2010,347702.0
SI03,2011,333626.0
SI03,2012,332598.0
SI03,2013,322815.0
SI03,2014,320469.0
SI03,2015,326345.0
SI03,2016,337781.0
SI03,2017,353351.0
SI03,2018,366385.0
SI03,2019,382875.0
SI03,2020,394884.0
SI03,2021,382725.0
SI03,2022,384718.0
SI03,2023,392015.0
SI04,2008,340671.0
SI04,2009,332949.0
SI04,2010,312179.0
SI04,2011,301396.0
SI04,2012,307382.0
SI04,2013,303968.0
SI04,2014,299564.0
SI04,2015,300673.0
SI04,2016,310459.0
SI04,2017,317289.0
SI04,2018,330832.0
SI04,2019,348732.0
SI04,2020,362541.0
SI04,2021,348166.0
SI04,2022,358238.0
SI04,2023,354445.0
SK01,2008,269827.0
SK01,2009,263422.0
SK01,2010,253236.0
SK01,2011,253926.0
SK01,2012,258890.0
SK01,2013,258505.0
SK01,2014,254970.0
SK01,2015,259450.0
SK01,2016,268736.0
SK01,2017,267450.0
SK01,2018,274278.0
SK01,2019,274082.0
SK01,2020,270906.0
SK01,2021,295254.0
SK01,2022,313041.0
SK01,2023,315797.0
SK02,2008,755123.0
SK02,2009,708819.0
SK02,2010,691039.0
SK02,2011,680502.0
SK02,2012,673420.0
SK02,2013,662644.0
SK02,2014,661872.0
SK02,2015,671461.0
SK02,2016,699450.0
SK02,2017,706243.0
SK02,2018,706723.0
SK02,2019,701878.0
SK02,2020,701472.0
SK02,2021,730084.0
SK02,2022,730011.0
SK02,2023,717033.0
SK03,2008,467455.0
SK03,2009,439062.0
SK03,2010,418889.0
SK03,2011,413648.0
SK03,2012,428122.0
SK03,2013,435271.0
SK03,2014,430042.0
SK03,2015,435602.0
SK03,2016,437926.0
SK03,2017,450904.0
SK03,2018,471767.0
SK03,2019,489070.0
SK03,2020,490190.0
SK03,2021,493738.0
SK03,2022,496794.0
SK03,2023,503357.0
SK04,2008,499460.0
SK04,2009,492113.0
SK04,2010,466996.0
SK04,2011,462683.0
SK04,2012,468070.0
SK04,2013,468127.0
SK04,2014,467609.0
SK04,2015,462223.0
SK04,2016,478899.0
SK04,2017,500228.0
SK04,2018,535141.0
SK04,2019,531115.0
SK04,2020,523283.0
SK04,2021,543755.0
SK04,2022,550436.0
SK04,2023,549903.0
