NUTS2,NUTS3,Hotel_Arrivals_Natives,Hotel_Arrivals_Foreign,Hotel_Arrivals_Total,Hotel_Beds
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,218946,122283,341229,16668
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,41759,2254,44013,1730
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΩΚΙΔΑΣ,88494,183456,271950,3811
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΣΥΝΟΛΟ,882058,589386,1471444,41517
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,70472,9873,80345,3182
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,227216,182077,409293,11977
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΟΡΙΝΘΙΑΣ,179253,163650,342903,7895
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΚΩΝΙΑΣ,160578,91928,252506,6606
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΕΣΣΗΝΙΑΣ,244539,141858,386397,11857
ΑΤΤΙΚΗ,ΣΥΝΟΛΟ,1399128,3779970,5179098,68864
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,748179,2695309,3443488,35604
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,100917,61920,162837,2076
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,6274,1555,7829,563
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,147519,207952,355471,5829
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,161744,509384,671128,12647
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,18706,35674,54380,1263
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΙΡΑΙΩΣ,117933,197416,315349,3581
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΗΣΩΝ,97856,70760,168616,7301
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΣΥΝΟΛΟ,149468,268170,417638,24002
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΣΒΟΥ,60999,70155,131154,7063
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΚΑΡΙΑΣ,8935,4463,13398,949
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΗΜΝΟΥ,15029,15888,30917,2504
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΑΜΟΥ,33858,141210,175068,10688
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,30647,36454,67101,2798
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΣΥΝΟΛΟ,661181,5240993,5902174,236184
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,41129,27196,68325,2279
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,19218,10129,29347,1384
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΗΡΑΣ,77374,719794,797168,20458
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,29645,57751,87396,4935
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ - ΗΡΩΙΚΗΣ ΝΗΣΟΥ ΚΑΣΟΥ,14011,89130,103141,6282
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ-ΚΥΘΝΟΥ,9796,5659,15455,909
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΩ,75892,1289002,1364894,58330
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΗΛΟΥ,20356,44598,64954,2947
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΥΚΟΝΟΥ,52668,598731,651399,17298
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΑΞΟΥ,42272,116446,158718,7725
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΑΡΟΥ,41245,143927,185172,7690
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,185921,2126828,2312749,103754
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΗΝΟΥ,51654,11802,63456,2193
ΚΡΗΤΗ,ΣΥΝΟΛΟ,504586,4868816,5373402,200093
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,224701,2178511,2403212,81107
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΣΙΘΙΟΥ,64936,681571,746507,28803
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΕΘΥΜΝΟΥ,74216,860665,934881,37034
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΑΝΙΩΝ,140733,1148069,1288802,53149
