NUTS2,NUTS3,Hotel_Stays_Natives,Hotel_Stays_Foreign,Hotel_Stays_Total,Hotel_Beds,Hotel_Occupancy
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,98725,24408,123133,2542,24.8
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,64067,3330,67397,1321,19.6
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,343038,57504,400542,8734,22.8
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΠΟΡΑΔΩΝ,109007,104768,213775,7383,23.9
ΘΕΣΣΑΛΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΡΙΚΑΛΩΝ,91573,37373,128946,4272,12.4
ΗΠΕΙΡΟΣ,ΣΥΝΟΛΟ,483319,155309,638628,15595,20.6
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΝΩΝ,244942,43647,288589,7562,16.3
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,31361,2793,34154,710,17.7
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΠΡΩΤΙΑΣ,64348,36461,100809,2493,26.5
ΗΠΕΙΡΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΡΕΒΕΖΑΣ,142668,72408,215076,4830,28.4
ΙΟΝΙΑ ΝΗΣΙΑ,ΣΥΝΟΛΟ,378008,2954124,3332132,64835,41.5
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΡΚΥΡΑΣ,135676,1576462,1712138,29530,45.8
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,101191,1057282,1158473,23500,42.3
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΘΑΚΗΣ,7527,3301,10828,274,21.8
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΦΑΛΛΗΝΙΑΣ,50321,166151,216472,6418,27.4
ΙΟΝΙΑ ΝΗΣΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΥΚΑΔΑΣ,83293,150928,234221,5113,33
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΣΥΝΟΛΟ,512514,215286,727800,17277,22.7
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΙΑΣ,250065,65445,315510,6599,23.6
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤ/ΝΙΑΣ,114889,18989,133878,3124,20.5
ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΛΕΙΑΣ,147560,130852,278412,7554,23.1
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΣΥΝΟΛΟ,594565,205096,799661,23158,18.4
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΘΙΩΤΙΔΑΣ,93079,16045,109124,4096,13.2
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,56681,12598,69279,1542,22.5
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,328083,137324,465407,12280,23.3
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,33225,473,33698,1594,7.9
ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΩΚΙΔΑΣ,83497,38656,122153,3646,15.5
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΣΥΝΟΛΟ,1107260,350747,1458007,33211,21.8
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,59371,8864,68235,3139,10.8
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,272344,108394,380738,8229,24.9
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΟΡΙΝΘΙΑΣ,188820,44526,233346,6105,18.4
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΚΩΝΙΑΣ,222035,53222,275257,6221,22.1
ΠΕΛΟΠΟΝΝΗΣΟΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΕΣΣΗΝΙΑΣ,364690,135741,500431,9517,24.9
ΑΤΤΙΚΗ,ΣΥΝΟΛΟ,1179198,1790303,2969501,59328,22.8
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,571478,1166052,1737530,31059,24.3
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,69423,31092,100515,2234,18.7
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,8980,647,9627,664,5.6
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,118924,142670,261594,4848,20.1
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,161735,269047,430782,10242,22
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,23924,32414,56338,1153,26.7
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΙΡΑΙΩΣ,94913,88531,183444,2906,24
ΑΤΤΙΚΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΗΣΩΝ,129821,59850,189671,6222,20.8
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΣΥΝΟΛΟ,295033,203476,498509,13773,20.1
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΣΒΟΥ,74315,52020,126335,3900,17.2
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΚΑΡΙΑΣ,12687,4359,17046,867,13.3
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΗΜΝΟΥ,36393,26489,62882,1568,24
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΑΜΟΥ,110240,103788,214028,5206,24.2
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,61398,16820,78218,2232,16.5
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΣΥΝΟΛΟ,887634,7342324,8229958,153242,40.1
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,81469,18962,100431,1791,30.2
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,23256,8692,31948,958,19.9
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΗΡΑΣ,77949,429326,507275,13020,29.5
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,49707,68019,117726,3912,21.7
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ,36224,58004,94228,3709,19.8
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ-ΚΥΘΝΟΥ,7719,5607,13326,477,23.1
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΩ,101278,2413382,2514660,38221,51.4
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΗΛΟΥ,37625,44829,82454,2399,22.8
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΥΚΟΝΟΥ,61403,354393,415796,8012,40.8
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΑΞΟΥ,79171,92373,171544,5279,21.9
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΑΡΟΥ,61813,98309,160122,5681,22.5
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,205837,3731516,3937353,67638,43.1
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΗΝΟΥ,64183,18912,83095,2145,25.6
ΚΡΗΤΗ,ΣΥΝΟΛΟ,522044,6561087,7083131,140118,36.3
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,191652,3470962,3662614,60055,43.4
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΣΙΘΙΟΥ,59400,732206,791606,19693,31.2
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΕΘΥΜΝΟΥ,117057,948084,1065141,24688,30.4
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΑΝΙΩΝ,153935,1409835,1563770,35682,31.2
