NUTS,Year,GVA,Total
Grevena,2016,47.226141,268.823818
Kozani,2016,200.529288,2288.786091
Kastoria,2016,80.036681,434.467855
Florina,2016,70.440109,784.111704
Ipeiros,2016,760.037666,3227.880209
Arta,2016,116.704885,587.032782
Preveza,2016,156.113625,551.161935
Thesprotia,2016,168.887365,442.680571
Ioannina,2016,318.33179,1647.004922
KENTRIKI ELLADA,2016,6789.964549,31186.998876
Thessalia,2016,1501.62383,7710.870924
Karditsa,2016,195.364278,949.77431
Trikala,2016,225.248004,1236.014072
Larisa,2016,478.578241,3358.387319
Magnisia,2016,602.433306,2166.695222
Ionia Nisia,2016,1161.210944,2655.984054
Zakynthos,2016,299.599454,598.644895
Kerkyra,2016,545.775959,1315.276115
"Ithaki, Kefallinia",2016,199.872343,491.413089
Lefkada,2016,115.963187,250.649955
Dytiki Ellada,2016,1474.447538,6910.127484
Aitoloakarnania,2016,490.181614,2050.816006
Achaia,2016,659.931166,3376.186404
Ileia,2016,324.334759,1483.125074
Sterea Ellada,2016,1277.755034,6879.534376
Voiotia,2016,213.628617,2247.097975
Evvoia,2016,577.656859,2364.038513
Evrytania,2016,33.637653,165.312782
Fthiotida,2016,371.218559,1715.037464
Fokida,2016,81.613346,388.047642
Peloponnisos,2016,1374.927204,7030.482038
Argolida,2016,285.145689,1259.737329
Arkadia,2016,180.848864,1304.66621
Korinthia,2016,347.99796,1757.175367
Lakonia,2016,213.391995,959.912773
Messinia,2016,347.542695,1748.99036
ELLADA,2017,39140.310079,154782.29564
ATTIKI,2017,18342.047636,73992.483435
Attiki,2017,18342.047636,73992.483435
Voreios Tomeas Athinon,2017,2695.247704,13768.542015
Dytikos Tomeas Athinon,2017,1547.306033,4830.276923
Kentrikos Tomeas Athinon,2017,5299.789563,26403.163904
Notios Tomeas Athinon,2017,2587.678749,8855.359585
Anatoliki Attiki,2017,2227.551313,8640.005667
Dytiki Attiki,2017,953.239911,3292.491985
"Peiraias, Nisoi",2017,3031.234363,8202.643355
"NISIA AIGAIOU, KRITI",2017,5864.059805,15071.68383
Voreio Aigaio,2017,512.763594,2121.682071
"Lesvos, Limnos",2017,256.728644,1110.647289
"Ikaria, Samos",2017,141.236379,463.780574
Chios,2017,114.79857,547.254207
Notio Aigaio,2017,2550.108064,5167.565346
"Kalymnos, Karpathos, Kos, Rodos",2017,1340.072888,2858.856279
"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",2017,1210.035176,2308.709067
Kriti,2017,2801.188147,7782.436412
Irakleio,2017,1296.328299,3726.760951
Lasithi,2017,349.228722,1031.470969
Rethymni,2017,423.547854,1026.359227
Chania,2017,732.083272,1997.845266
VOREIA ELLADA,2017,7881.829666,34011.73139
"Anatoliki Makedonia, Thraki",2017,1274.482727,5833.229771
Evros,2017,254.540503,1534.75128
Xanthi,2017,179.020083,918.815211
Rodopi,2017,168.936511,1003.5487
Drama,2017,165.583275,837.375118
"Thasos, Kavala",2017,506.402355,1538.739461
Kentriki Makedonia,2017,5413.856031,21170.818495
Imathia,2017,335.442197,1372.08918
Thessaloniki,2017,3146.550072,13532.63568
Kilkis,2017,156.412832,794.962177
Pella,2017,376.694917,1413.666801
Pieria,2017,412.349513,1252.587409
Serres,2017,403.933931,1493.881137
Chalkidiki,2017,582.472569,1310.996111
Dytiki Makedonia,2017,409.711283,3782.438222
Grevena,2017,49.059145,266.278088
Kozani,2017,205.887663,2274.66775
Kastoria,2017,82.971717,423.773666
Florina,2017,71.792759,817.718718
Ipeiros,2017,783.779625,3225.244903
Arta,2017,120.164106,581.06957
Preveza,2017,160.261478,549.927386
Thesprotia,2017,175.752249,449.730251
Ioannina,2017,327.601793,1644.517695
KENTRIKI ELLADA,2017,7052.372972,31706.396986
Thessalia,2017,1566.331719,7752.78091
Karditsa,2017,202.608073,946.654598
Trikala,2017,233.918773,1238.857478
Larisa,2017,500.962352,3383.827504
Magnisia,2017,628.84252,2183.441331
Ionia Nisia,2017,1221.189002,2694.644997
Zakynthos,2017,311.098833,607.771583
Kerkyra,2017,578.151379,1336.224662
"Ithaki, Kefallinia",2017,211.665065,500.056569
Lefkada,2017,120.273725,250.592184
Dytiki Ellada,2017,1523.365609,6962.00631
Aitoloakarnania,2017,504.971506,2007.29287
Achaia,2017,679.945108,3400.007965
Ileia,2017,338.448995,1554.705475
Sterea Ellada,2017,1322.057221,7086.659051
Voiotia,2017,219.932728,2308.188947
Evvoia,2017,599.319824,2440.559713
Evrytania,2017,33.947022,166.493148
Fthiotida,2017,384.351482,1772.863601
Fokida,2017,84.506164,398.553642
Peloponnisos,2017,1419.429421,7210.305717
Argolida,2017,293.530314,1287.495032
Arkadia,2017,186.720516,1344.077997
Korinthia,2017,357.751045,1766.560217
Lakonia,2017,221.177283,1026.810662
Messinia,2017,360.250263,1785.361809
ELLADA,2018,40841.974113,156634.918781
ATTIKI,2018,19026.78658,74774.478028
Attiki,2018,19026.78658,74774.478028
Voreios Tomeas Athinon,2018,2751.904166,13610.063905
Dytikos Tomeas Athinon,2018,1598.057749,4910.836977
Kentrikos Tomeas Athinon,2018,5400.527706,26620.946467
Notios Tomeas Athinon,2018,2669.209542,8938.394487
Anatoliki Attiki,2018,2390.109448,8829.46527
Dytiki Attiki,2018,1012.073418,3504.235551
"Peiraias, Nisoi",2018,3204.904551,8360.535371
"NISIA AIGAIOU, KRITI",2018,6175.724623,15342.464272
Voreio Aigaio,2018,531.175008,2144.995741
"Lesvos, Limnos",2018,267.389979,1128.432787
"Ikaria, Samos",2018,146.394916,469.086738
Chios,2018,117.390113,547.476217
Notio Aigaio,2018,2705.85287,5323.267095
"Kalymnos, Karpathos, Kos, Rodos",2018,1434.038206,2945.828404
"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",2018,1271.814665,2377.438691
Kriti,2018,2938.696745,7874.201435
Irakleio,2018,1349.20982,3744.531432
Lasithi,2018,367.312207,1031.997333
Rethymni,2018,442.4897,1061.265087
Chania,2018,779.685019,2036.407583
VOREIA ELLADA,2018,8274.947735,34524.102512
"Anatoliki Makedonia, Thraki",2018,1327.597225,5900.680572
Evros,2018,262.345952,1535.242501
Xanthi,2018,188.844426,934.62219
Rodopi,2018,174.696563,995.077022
Drama,2018,167.564282,859.961696
"Thasos, Kavala",2018,534.146002,1575.777162
Kentriki Makedonia,2018,5705.893884,21654.339805
Imathia,2018,346.062546,1414.413069
Thessaloniki,2018,3333.977971,13814.865858
Kilkis,2018,168.286362,796.94678
Pella,2018,387.338561,1488.399987
Pieria,2018,434.007882,1277.157591
Serres,2018,427.702926,1521.142279
Chalkidiki,2018,608.517637,1341.414241
Dytiki Makedonia,2018,422.353703,3691.134788
Grevena,2018,50.593412,266.955369
Kozani,2018,209.049534,2235.766617
Kastoria,2018,86.286678,438.227013
Florina,2018,76.424079,750.185789
Ipeiros,2018,819.102924,3277.947346
Arta,2018,124.572351,597.256222
Preveza,2018,168.726129,556.75462
Thesprotia,2018,185.70804,459.21814
Ioannina,2018,340.096404,1664.718364
KENTRIKI ELLADA,2018,7364.515174,31993.873969
Thessalia,2018,1634.456173,7948.876196
Karditsa,2018,214.085817,965.683896
Trikala,2018,239.58926,1266.821316
Larisa,2018,520.836227,3487.447181
Magnisia,2018,659.944869,2228.923803
Ionia Nisia,2018,1302.130986,2749.007331
Zakynthos,2018,342.593669,637.63702
Kerkyra,2018,607.242109,1345.782386
"Ithaki, Kefallinia",2018,222.726768,502.526922
Lefkada,2018,129.56844,263.061002
Dytiki Ellada,2018,1584.65018,6884.427806
Aitoloakarnania,2018,529.850464,2055.710757
Achaia,2018,708.688429,3373.174973
Ileia,2018,346.111287,1455.542076
Sterea Ellada,2018,1386.059205,7232.854954
Voiotia,2018,227.661166,2354.291607
Evvoia,2018,641.48527,2513.077182
Evrytania,2018,33.60531,165.167736
Fthiotida,2018,396.619471,1792.165147
Fokida,2018,86.687988,408.153282
Peloponnisos,2018,1457.21863,7178.707683
Argolida,2018,303.266598,1294.731908
Arkadia,2018,191.518191,1315.421584
Korinthia,2018,364.557864,1786.493102
Lakonia,2018,228.767394,1012.701586
Messinia,2018,369.108582,1769.359503
ELLADA,2019,40722.718682,160732.626327
ATTIKI,2019,18821.299167,77316.604765
Attiki,2019,18821.299167,77316.604765
Voreios Tomeas Athinon,2019,2759.160942,14348.390127
Dytikos Tomeas Athinon,2019,1691.307286,5146.993209
Kentrikos Tomeas Athinon,2019,5238.073917,27361.665008
Notios Tomeas Athinon,2019,2563.428631,9170.190428
Anatoliki Attiki,2019,2421.545196,9150.24352
Dytiki Attiki,2019,1013.280946,3657.3657
"Peiraias, Nisoi",2019,3134.50225,8481.756774
"NISIA AIGAIOU, KRITI",2019,6323.94837,15832.522997
Voreio Aigaio,2019,533.029263,2215.41661
"Lesvos, Limnos",2019,266.144976,1153.385578
"Ikaria, Samos",2019,150.818044,485.857036
Chios,2019,116.066243,576.173997
Notio Aigaio,2019,2788.968272,5528.538823
"Kalymnos, Karpathos, Kos, Rodos",2019,1520.284739,3095.611664
"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",2019,1268.683533,2432.927159
Kriti,2019,3001.950835,8088.567564
Irakleio,2019,1365.229677,3804.59419
Lasithi,2019,385.698061,1122.776814
Rethymni,2019,463.326988,1096.111645
Chania,2019,787.696109,2065.084915
VOREIA ELLADA,2019,8210.015375,34854.140168
"Anatoliki Makedonia, Thraki",2019,1307.978981,5946.787721
Evros,2019,258.899186,1561.312005
Xanthi,2019,186.155465,933.456481
Rodopi,2019,171.431456,991.733837
Drama,2019,165.850741,876.070904
"Thasos, Kavala",2019,525.642134,1584.214494
Kentriki Makedonia,2019,5670.844307,22081.144562
Imathia,2019,322.146763,1441.344599
Thessaloniki,2019,3324.495739,14104.69934
Kilkis,2019,165.977181,812.909173
Pella,2019,373.837683,1529.483745
Pieria,2019,433.375628,1311.29796
Serres,2019,426.423848,1526.603049
Chalkidiki,2019,624.587465,1354.806697
Dytiki Makedonia,2019,414.810707,3507.763257
Grevena,2019,50.618987,274.534746
Kozani,2019,203.975918,2069.001331
Kastoria,2019,85.496912,437.362865
Florina,2019,74.718891,726.864316
Ipeiros,2019,816.381379,3318.444628
Arta,2019,116.534483,595.073038
Preveza,2019,169.921811,551.935207
Thesprotia,2019,180.568359,460.361888
Ioannina,2019,349.356727,1711.074496
KENTRIKI ELLADA,2019,7367.45577,32729.358397
Thessalia,2019,1657.647443,8200.416004
Karditsa,2019,211.634586,999.655159
Trikala,2019,240.181446,1306.103447
Larisa,2019,515.713736,3590.276715
Magnisia,2019,690.117674,2304.380682
Ionia Nisia,2019,1349.424766,2825.728508
Zakynthos,2019,366.830757,670.066009
Kerkyra,2019,624.465948,1370.033955
"Ithaki, Kefallinia",2019,224.584264,514.703328
Lefkada,2019,133.543797,270.925216
Dytiki Ellada,2019,1554.336185,7035.275625
Aitoloakarnania,2019,521.975501,2040.55338
Achaia,2019,695.235741,3481.293695
Ileia,2019,337.124943,1513.428549
Sterea Ellada,2019,1366.609875,7326.986578
Voiotia,2019,223.933464,2447.769141
Evvoia,2019,642.119317,2531.91737
Evrytania,2019,34.116091,168.482553
Fthiotida,2019,383.371989,1762.306347
Fokida,2019,83.069014,416.511168
Peloponnisos,2019,1439.437501,7340.951682
Argolida,2019,293.781333,1305.037895
Arkadia,2019,188.198528,1361.33688
Korinthia,2019,362.412949,1859.699796
Lakonia,2019,233.459321,1042.463932
Messinia,2019,361.585369,1772.41318
ELLADA,2020,32542.022115,147236.263778
ATTIKI,2020,15700.233351,71483.513021
Attiki,2020,15700.233351,71483.513021
Voreios Tomeas Athinon,2020,2313.757459,13508.948858
Dytikos Tomeas Athinon,2020,1481.235908,4773.892739
Kentrikos Tomeas Athinon,2020,4263.073308,25253.927953
Notios Tomeas Athinon,2020,2033.14387,8334.629699
Anatoliki Attiki,2020,2001.020524,8405.980653
Dytiki Attiki,2020,881.571432,3399.609309
"Peiraias, Nisoi",2020,2726.43085,7806.52381
"NISIA AIGAIOU, KRITI",2020,4370.940167,13356.562308
Voreio Aigaio,2020,395.510188,1999.126636
"Lesvos, Limnos",2020,196.879043,1041.136012
"Ikaria, Samos",2020,106.440267,424.4258
Chios,2020,92.190878,533.564824
Notio Aigaio,2020,1843.677244,4377.679597
"Kalymnos, Karpathos, Kos, Rodos",2020,992.508339,2454.511533
"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",2020,851.168905,1923.168064
Kriti,2020,2131.752735,6979.756075
Irakleio,2020,999.281359,3302.639008
Lasithi,2020,266.511475,1007.87084
Rethymni,2020,307.364663,912.565538
Chania,2020,558.595239,1756.680689
VOREIA ELLADA,2020,6726.36815,32059.286362
"Anatoliki Makedonia, Thraki",2020,1045.690929,5508.057253
Evros,2020,212.987757,1470.953541
Xanthi,2020,150.48563,859.417557
Rodopi,2020,142.502722,968.599532
Drama,2020,133.805994,798.17575
"Thasos, Kavala",2020,405.908826,1410.910873
Kentriki Makedonia,2020,4704.673111,20413.610881
Imathia,2020,274.307114,1372.823589
Thessaloniki,2020,2777.790568,12983.395386
Kilkis,2020,149.648805,763.298796
Pella,2020,315.099293,1510.804515
Pieria,2020,351.286885,1193.374924
Serres,2020,385.630114,1450.17843
Chalkidiki,2020,450.910333,1139.735243
Dytiki Makedonia,2020,331.935523,3092.862862
Grevena,2020,39.250335,276.76293
Kozani,2020,163.957114,1745.769466
Kastoria,2020,67.287009,409.884135
Florina,2020,61.441065,660.44633
Ipeiros,2020,644.068586,3044.755365
Arta,2020,93.223079,542.644236
Preveza,2020,131.549853,500.163931
Thesprotia,2020,142.846918,410.966282
Ioannina,2020,276.448736,1590.980916
KENTRIKI ELLADA,2020,5744.480446,30336.902087
Thessalia,2020,1335.600603,7656.515482
Karditsa,2020,171.951032,920.174679
Trikala,2020,193.021118,1187.384128
Larisa,2020,417.187384,3413.351016
Magnisia,2020,553.441068,2135.605659
Ionia Nisia,2020,904.077846,2268.298471
Zakynthos,2020,239.459674,517.798813
Kerkyra,2020,416.590511,1115.81015
"Ithaki, Kefallinia",2020,158.784266,413.348792
Lefkada,2020,89.243395,221.340717
Dytiki Ellada,2020,1272.966536,6499.059661
Aitoloakarnania,2020,423.543119,1888.258856
Achaia,2020,566.651212,3239.345393
Ileia,2020,282.772204,1371.455412
Sterea Ellada,2020,1101.975583,7140.233072
Voiotia,2020,182.355766,2473.10142
Evvoia,2020,517.799286,2458.118992
Evrytania,2020,24.014416,154.280139
Fthiotida,2020,315.215899,1662.905444
Fokida,2020,62.590216,391.827077
Peloponnisos,2020,1129.859879,6772.7954
Argolida,2020,219.106617,1224.882564
Arkadia,2020,152.791223,1250.788014
Korinthia,2020,286.935785,1741.892443
Lakonia,2020,188.314522,949.34761
Messinia,2020,282.711732,1605.88477
ELLADA,2021,37553.629369,161015.425723
ATTIKI,2021,17823.559652,78311.167564
Attiki,2021,17823.559652,78311.167564
Voreios Tomeas Athinon,2021,2706.330179,14679.810541
Dytikos Tomeas Athinon,2021,1709.892718,5280.618271
Kentrikos Tomeas Athinon,2021,4875.549116,27728.861302
Notios Tomeas Athinon,2021,2278.564957,9211.731005
Anatoliki Attiki,2021,2312.061556,9267.08319
Dytiki Attiki,2021,1037.339261,3763.586649
"Peiraias, Nisoi",2021,2903.821865,8379.476606
"NISIA AIGAIOU, KRITI",2021,5296.260136,14915.103137
Voreio Aigaio,2021,468.729611,2134.946471
"Lesvos, Limnos",2021,235.696681,1108.033321
"Ikaria, Samos",2021,125.915511,455.711408
Chios,2021,107.117419,571.201742
Notio Aigaio,2021,2288.172393,4967.612403
"Kalymnos, Karpathos, Kos, Rodos",2021,1215.501659,2749.850933
"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",2021,1072.670734,2217.76147
Kriti,2021,2539.358132,7812.544263
Irakleio,2021,1169.850912,3719.326455
Lasithi,2021,316.47134,1100.940074
Rethymni,2021,375.174542,1020.930635
Chania,2021,677.861338,1971.347098
VOREIA ELLADA,2021,7766.541489,34719.509452
"Anatoliki Makedonia, Thraki",2021,1223.861495,6030.978536
Evros,2021,253.011532,1587.733747
Xanthi,2021,174.762411,953.030231
Rodopi,2021,166.751379,1057.706586
Drama,2021,148.15993,872.39368
"Thasos, Kavala",2021,481.176244,1560.114292
Kentriki Makedonia,2021,5404.519101,22086.88615
Imathia,2021,292.408185,1464.842774
Thessaloniki,2021,3185.234133,14181.49548
Kilkis,2021,165.758889,835.302118
Pella,2021,350.128226,1426.088123
Pieria,2021,418.072737,1312.998413
Serres,2021,438.378269,1568.809024
Chalkidiki,2021,554.538662,1297.350219
Dytiki Makedonia,2021,391.855528,3317.485955
Grevena,2021,46.886342,289.73568
Kozani,2021,195.30252,1878.037247
Kastoria,2021,76.292058,444.257759
Florina,2021,73.374608,705.455269
Ipeiros,2021,746.305365,3284.158811
Arta,2021,107.750881,577.501332
Preveza,2021,158.293516,552.91021
Thesprotia,2021,166.373861,451.713465
Ioannina,2021,313.887106,1702.033803
KENTRIKI ELLADA,2021,6667.268092,33069.645569
Thessalia,2021,1525.723698,8556.545661
Karditsa,2021,196.335108,1014.996521
Trikala,2021,215.082044,1292.461957
Larisa,2021,466.89596,3875.394673
Magnisia,2021,647.410586,2373.69251
Ionia Nisia,2021,1107.816684,2556.454592
Zakynthos,2021,299.51912,587.685205
Kerkyra,2021,504.775231,1242.29013
"Ithaki, Kefallinia",2021,194.66896,468.962919
Lefkada,2021,108.853372,257.516338
Dytiki Ellada,2021,1469.940349,6997.101277
Aitoloakarnania,2021,472.984142,2052.445495
Achaia,2021,671.144536,3484.807692
Ileia,2021,325.811671,1459.848091
Sterea Ellada,2021,1247.326977,7700.650574
Voiotia,2021,201.87403,2642.318528
Evvoia,2021,591.763832,2700.934151
Evrytania,2021,28.38901,167.883451
Fthiotida,2021,353.480135,1760.812794
Fokida,2021,71.81997,428.701649
Peloponnisos,2021,1316.460385,7258.893465
Argolida,2021,251.785606,1290.536656
Arkadia,2021,176.643348,1376.229705
Korinthia,2021,331.945633,1895.964483
Lakonia,2021,221.348215,992.893401
Messinia,2021,334.737583,1703.269221
ELLADA,2022,45930.817808,183408.674693
ATTIKI,2022,21532.617894,88222.999598
Attiki,2022,21532.617894,88222.999598
Voreios Tomeas Athinon,2022,3288.615654,16470.987496
Dytikos Tomeas Athinon,2022,2033.597808,6011.172119
Kentrikos Tomeas Athinon,2022,5946.686665,30883.242627
Notios Tomeas Athinon,2022,2761.780155,10374.22455
Anatoliki Attiki,2022,2781.930311,10538.872801
Dytiki Attiki,2022,1200.794554,4383.985872
"Peiraias, Nisoi",2022,3519.212746,9560.514133
"NISIA AIGAIOU, KRITI",2022,6708.028002,17493.603808
Voreio Aigaio,2022,576.188934,2401.685239
"Lesvos, Limnos",2022,291.063239,1245.83841
"Ikaria, Samos",2022,155.847085,515.051887
Chios,2022,129.278611,640.794942
Notio Aigaio,2022,2886.734025,5841.728907
"Kalymnos, Karpathos, Kos, Rodos",2022,1556.561823,3267.465205
"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",2022,1330.172202,2574.263702
Kriti,2022,3245.105044,9250.189661
Irakleio,2022,1485.277531,4369.342723
Lasithi,2022,404.142888,1297.000915
Rethymni,2022,481.911007,1217.322067
Chania,2022,873.773617,2366.523957
VOREIA ELLADA,2022,9473.466406,39835.032244
"Anatoliki Makedonia, Thraki",2022,1465.662168,6763.084525
Evros,2022,305.624895,1761.846925
Xanthi,2022,218.825282,1075.349314
Rodopi,2022,203.748116,1204.787997
Drama,2022,175.517894,975.002724
"Thasos, Kavala",2022,561.945982,1746.097565
Kentriki Makedonia,2022,6612.280596,25635.188787
Imathia,2022,350.26964,1740.843292
Thessaloniki,2022,3883.100126,16180.9655
Kilkis,2022,194.965129,954.09775
Pella,2022,433.417191,1922.347757
Pieria,2022,522.815373,1497.350068
Serres,2022,522.044674,1809.331191
Chalkidiki,2022,705.668462,1530.253229
Dytiki Makedonia,2022,483.180258,3776.485206
Grevena,2022,59.221359,316.970889
Kozani,2022,243.843922,2163.210425
Kastoria,2022,92.893307,474.150349
Florina,2022,87.22167,822.153542
Ipeiros,2022,912.343383,3660.273727
Arta,2022,135.384013,638.954196
Preveza,2022,198.244542,622.487067
Thesprotia,2022,194.964464,500.462397
Ioannina,2022,383.750363,1898.370068
KENTRIKI ELLADA,2022,8216.705506,37857.039043
Thessalia,2022,1854.908802,9239.597064
Karditsa,2022,239.830231,1099.880582
Trikala,2022,255.594859,1417.225734
Larisa,2022,555.332492,4068.905333
Magnisia,2022,804.15122,2653.585415
Ionia Nisia,2022,1398.993963,2989.845091
Zakynthos,2022,386.165821,699.053474
Kerkyra,2022,633.947048,1415.373822
"Ithaki, Kefallinia",2022,238.843198,573.749966
Lefkada,2022,140.037896,301.667829
Dytiki Ellada,2022,1815.143982,8065.984975
Aitoloakarnania,2022,580.42061,2379.971057
Achaia,2022,842.211358,3951.861932
Ileia,2022,392.512014,1734.151985
Sterea Ellada,2022,1514.818602,8889.525784
Voiotia,2022,243.756221,3033.414167
Evvoia,2022,711.571628,3138.880843
Evrytania,2022,35.283652,183.406331
Fthiotida,2022,437.392717,2034.565561
Fokida,2022,86.814384,499.258881
Peloponnisos,2022,1632.840157,8672.086129
Argolida,2022,312.234382,1505.606065
Arkadia,2022,213.001259,1689.025868
Korinthia,2022,415.423335,2319.475052
Lakonia,2022,266.980537,1180.073134
Messinia,2022,425.200644,1977.90601
