NUTS2,NUTS3,Hotel_Stays_Natives,Hotel_Stays_Foreign,Hotel_Stays_Total,Hotel_Beds,Hotel_Occupancy
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΚΑΡΙΑΣ,28217,17198,45415,1049,23.4
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΗΜΝΟΥ,37142,104170,141312,1778,37.7
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΑΜΟΥ,88238,709162,797400,9751,44.3
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,73024,123350,196374,2749,28.2
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΣΥΝΟΛΟ,1071872,17735593,18807465,177745,59.0
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,74876,17110,91986,1378,32.0
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,38081,21425,59506,1361,19.5
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΗΡΑΣ,54971,703678,758649,8851,53.9
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,45251,80572,125823,3279,19.8
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ,23567,270542,294109,4173,41.4
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ-ΚΥΘΝΟΥ,6589,643,7232,233,13.8
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΩ,176561,5619748,5796309,50426,66.5
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΗΛΟΥ,39639,43339,82978,1775,26.4
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΥΚΟΝΟΥ,83100,777195,860295,8911,53.3
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΑΞΟΥ,39924,129346,169270,2761,38.9
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΑΡΟΥ,59340,255134,314474,5908,33.6
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,325471,9808975,10134446,87051,62.8
ΝΟΤΙΟ ΑΙΓΑΙΟ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΗΝΟΥ,104502,7886,112388,1638,32.0
ΚΡΗΤΗ,ΣΥΝΟΛΟ,937888,20157067,21094955,176672,61.9
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,347461,8699021,9046482,74446,65.0
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΣΙΘΙΟΥ,113942,3061610,3175552,27749,58.7
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΕΘΥΜΝΟΥ,159298,3508407,3667705,28994,61.3
ΚΡΗΤΗ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΑΝΙΩΝ,317187,4888029,5205216,45483,59.4
