geo,nuts_label,nuts_level,year,Hotel_Arrivals_Natives,Hotel_Arrivals_Foreign,Hotel_Arrivals_Total,Hotel_Beds,Hotel_Arrivals_Natives_pct_diff,Hotel_Arrivals_Foreign_pct_diff,Hotel_Arrivals_Total_pct_diff,Hotel_Beds_pct_diff
EL422,Μήλος,3,2021,12488,24563,37051,1960,2.1346201030506258,80.98290598290599,43.6140935695182,-18.299291371404752
EL422,Μύκονος,3,2021,30772,251962,282734,10699,51.88548864758145,180.6844386021589,156.96783516773155,33.53719420868697
EL422,Νάξος,3,2021,21138,51294,72432,4259,-6.6342756183745575,107.44125854329276,52.91658749762493,-19.32184125781398
EL422,Πάρος,3,2021,25897,66792,92689,5110,47.670639219935,178.25362439593405,123.1265496738162,-10.051047350818518
EL422,Σύρος,3,2021,31545,16215,47760,1933,30.680641285885912,201.78671133445,61.83247492545405,7.928531546621999
EL422,Τήνος,3,2021,20541,5142,25683,1538,-19.99610516066212,9.637526652452026,-15.419068005927878,-28.2983682983683
EL422,Άνδρος,3,2022,17514,9048,26562,1331,34.104134762634,59.12768202602884,41.69422810199509,24.742268041237114
EL422,Θήρα,3,2022,63790,608721,672511,20278,75.41592190292864,124.4711999409986,118.67076362808696,56.76845767298029
EL422,Μήλος,3,2022,16995,36359,53354,3044,36.09064702114029,48.02344990432765,44.00151143019082,55.30612244897959
EL422,Μύκονος,3,2022,48192,540660,588852,16958,56.60990510854023,114.5799763456394,108.27067137309272,58.5007944667726
EL422,Νάξος,3,2022,35886,102140,138026,7945,69.77008231620778,99.12660350138418,90.55942125027612,86.54613759098379
EL422,Πάρος,3,2022,37166,111020,148186,7626,43.51469282156234,66.21751107917116,59.874418755192096,49.23679060665362
EL422,Σύρος,3,2022,36926,21204,58130,2512,17.058170867015374,30.76780758556892,21.712730318257957,29.953440248318675
EL422,Τήνος,3,2022,47397,8199,55596,2336,130.74339126624798,59.45157526254376,116.47003854689872,51.88556566970091
EL422,Άνδρος,3,2023,19218,10129,29347,1384,9.729359369647138,11.947391688771,10.484903245237556,3.9819684447783614
EL422,Θήρα,3,2023,77374,719794,797168,20458,21.294873804671575,18.24694728783794,18.53605368536723,0.8876615050793963
EL422,Μήλος,3,2023,20356,44598,64954,2947,19.776404824948514,22.660139167743885,21.741575139633397,-3.1865965834428382
