nuts_label,nuts_level,geo,year,Turnover_Catering,Turnover_Accomodation,Turnover_Catering_pct_diff,Turnover_Accomodation_pct_diff
ΣΑΜΟΥ,3,EL412,2024,47262.0,68562.0,15.242252078710589,15.243810196157533
ΚΑΛΥΜΝΟΥ,3,EL421,2019,20463.0,11722.0,,
ΚΑΡΠΑΘΟΥ,3,EL421,2019,9893.0,24985.0,,
ΚΩ,3,EL421,2019,48520.0,324232.0,,
ΡΟΔΟΥ,3,EL421,2019,144652.0,814992.0,,
ΚΑΛΥΜΝΟΥ,3,EL421,2020,12898.0,4562.0,-36.969163856717,-61.081726667804126
ΚΑΡΠΑΘΟΥ,3,EL421,2020,3384.0,4165.0,-65.79399575457394,-83.32999799879927
ΚΩ,3,EL421,2020,23678.0,89952.0,-51.199505358615006,-72.25690246490167
ΡΟΔΟΥ,3,EL421,2020,74633.0,225749.0,-48.40513784807676,-72.30046429903607
ΚΑΛΥΜΝΟΥ,3,EL421,2021,21741.0,9076.0,68.56101721197085,98.94782989916705
ΚΑΡΠΑΘΟΥ,3,EL421,2021,8748.0,14890.0,158.51063829787233,257.5030012004802
ΚΩ,3,EL421,2021,44857.0,221564.0,89.44589914688741,146.31358946993953
ΡΟΔΟΥ,3,EL421,2021,129950.0,604741.0,74.11868744389211,167.88202827033564
ΚΑΛΥΜΝΟΥ,3,EL421,2022,32253.0,17902.0,48.351041810404304,97.24548259144998
ΚΑΡΠΑΘΟΥ,3,EL421,2022,14320.0,28801.0,63.69455875628716,93.42511752854264
ΚΩ,3,EL421,2022,83925.0,409161.0,87.09454488708562,84.6694408838981
ΡΟΔΟΥ,3,EL421,2022,228815.0,1051481.0,76.07926125432859,73.87294726172031
ΚΑΛΥΜΝΟΥ,3,EL421,2023,42163.0,22625.0,30.72582395436084,26.38252709194504
ΚΑΡΠΑΘΟΥ,3,EL421,2023,15774.0,34751.0,10.153631284916202,20.659004895663344
ΚΩ,3,EL421,2023,96623.0,446349.0,15.130175752159666,9.088842778270656
ΡΟΔΟΥ,3,EL421,2023,246534.0,1087198.0,7.743810501933877,3.3968279027390893
ΚΑΛΥΜΝΟΥ,3,EL421,2024,43784.0,24482.0,3.844603088015559,8.207734806629833
ΚΑΡΠΑΘΟΥ,3,EL421,2024,18418.0,37082.0,16.761759857994168,6.707720641132629
ΚΩ,3,EL421,2024,108640.0,496001.0,12.43699740227482,11.124030747240388
ΡΟΔΟΥ,3,EL421,2024,288283.0,1347443.0,16.934378219637047,23.937222106736765
ΑΝΔΡΟΥ,3,EL422,2019,9073.0,5758.0,,
ΘΗΡΑΣ,3,EL422,2019,135543.0,370193.0,,
ΚΕΑΣ - ΚΥΘΝΟΥ,3,EL422,2019,7347.0,3011.0,,
ΜΗΛΟΥ,3,EL422,2019,23211.0,31334.0,,
ΜΥΚΟΝΟΥ,3,EL422,2019,131048.0,261827.0,,
ΝΑΞΟΥ,3,EL422,2019,40249.0,54170.0,,
ΠΑΡΟΥ,3,EL422,2019,50451.0,49124.0,,
ΣΥΡΟΥ,3,EL422,2019,19920.0,10160.0,,
ΤΗΝΟΥ,3,EL422,2019,12656.0,7196.0,,
ΑΝΔΡΟΥ,3,EL422,2020,6549.0,3748.0,-27.818803041992723,-34.90795415074679
ΘΗΡΑΣ,3,EL422,2020,43653.0,94012.0,-67.79398419689693,-74.60459814205022
ΚΕΑΣ - ΚΥΘΝΟΥ,3,EL422,2020,6963.0,2105.0,-5.226623111474071,-30.089671205579545
ΜΗΛΟΥ,3,EL422,2020,16461.0,15553.0,-29.08103916246607,-50.36382204633944
ΜΥΚΟΝΟΥ,3,EL422,2020,49292.0,55097.0,-62.38630120261279,-78.95671569395058
ΝΑΞΟΥ,3,EL422,2020,19927.0,16951.0,-50.49069542100425,-68.70777182942588
ΠΑΡΟΥ,3,EL422,2020,25255.0,16980.0,-49.94152742264772,-65.43441087859296
ΣΥΡΟΥ,3,EL422,2020,15355.0,5605.0,-22.916666666666664,-44.832677165354326
ΤΗΝΟΥ,3,EL422,2020,8079.0,3899.0,-36.164664981036665,-45.81712062256809
ΑΝΔΡΟΥ,3,EL422,2021,10567.0,6270.0,61.352878302030845,67.28922091782283
ΘΗΡΑΣ,3,EL422,2021,123387.0,302131.0,182.6541131193732,221.37493085989024
ΚΕΑΣ - ΚΥΘΝΟΥ,3,EL422,2021,10837.0,3900.0,55.63693810139307,85.2731591448931
ΜΗΛΟΥ,3,EL422,2021,32347.0,35328.0,96.50689508535326,127.14588825307014
ΜΥΚΟΝΟΥ,3,EL422,2021,147454.0,223302.0,199.1438773026049,305.2888542025882
ΝΑΞΟΥ,3,EL422,2021,38970.0,44613.0,95.56380789883072,163.18801250663677
ΠΑΡΟΥ,3,EL422,2021,57790.0,47751.0,128.82597505444463,181.2190812720848
ΣΥΡΟΥ,3,EL422,2021,26332.0,10770.0,71.48811462064474,92.14986619090098
ΤΗΝΟΥ,3,EL422,2021,14992.0,7631.0,85.56752073276395,95.71685047448064
ΑΝΔΡΟΥ,3,EL422,2022,13993.0,8261.0,32.421690167502604,31.75438596491228
ΘΗΡΑΣ,3,EL422,2022,216893.0,548436.0,75.78269996028754,81.52258457424098
ΚΕΑΣ - ΚΥΘΝΟΥ,3,EL422,2022,14140.0,6315.0,30.478914828827165,61.92307692307693
ΜΗΛΟΥ,3,EL422,2022,44590.0,51468.0,37.84895044362692,45.68614130434783
ΜΥΚΟΝΟΥ,3,EL422,2022,233691.0,377723.0,58.48400179038886,69.1534334667849
ΝΑΞΟΥ,3,EL422,2022,62720.0,74782.0,60.94431614062099,67.62378678860422
ΠΑΡΟΥ,3,EL422,2022,91882.0,75797.0,58.99290534694583,58.733848505790455
ΣΥΡΟΥ,3,EL422,2022,34079.0,15608.0,29.420476986176517,44.92107706592387
ΤΗΝΟΥ,3,EL422,2022,21553.0,11212.0,43.76334044823906,46.92700825579871
ΑΝΔΡΟΥ,3,EL422,2023,15115.0,8331.0,8.018294861716573,0.8473550417624984
ΘΗΡΑΣ,3,EL422,2023,227682.0,543732.0,4.974342187161412,-0.8577117475876858
ΚΕΑΣ - ΚΥΘΝΟΥ,3,EL422,2023,14891.0,6969.0,5.311173974540311,10.356294536817105
ΜΗΛΟΥ,3,EL422,2023,48826.0,60290.0,9.499887867234806,17.140747649024636
ΜΥΚΟΝΟΥ,3,EL422,2023,197347.0,339903.0,-15.552160759293256,-10.01262830169198
ΝΑΞΟΥ,3,EL422,2023,69388.0,82932.0,10.631377551020408,10.898344521408896
ΠΑΡΟΥ,3,EL422,2023,104346.0,89077.0,13.565224962451842,17.520482340989748
ΣΥΡΟΥ,3,EL422,2023,35781.0,17196.0,4.994278001115056,10.1742696053306
ΤΗΝΟΥ,3,EL422,2023,24734.0,13176.0,14.758966269196865,17.516946129147343
ΑΝΔΡΟΥ,3,EL422,2024,14683.0,8007.0,-2.8580879920608666,-3.889088944904574
ΘΗΡΑΣ,3,EL422,2024,212406.0,492378.0,-6.709357788494478,-9.444726446116835
ΚΕΑΣ - ΚΥΘΝΟΥ,3,EL422,2024,16138.0,6758.0,8.374185749781747,-3.0276940737552014
ΜΗΛΟΥ,3,EL422,2024,52175.0,65161.0,6.859050505878016,8.079283463260905
ΜΥΚΟΝΟΥ,3,EL422,2024,182634.0,314077.0,-7.455395825626941,-7.598050031920872
ΝΑΞΟΥ,3,EL422,2024,78121.0,85726.0,12.585749697354007,3.3690252254859403
ΠΑΡΟΥ,3,EL422,2024,108845.0,92801.0,4.311617119966266,4.180652693736879
ΣΥΡΟΥ,3,EL422,2024,36931.0,19241.0,3.213996254995668,11.89230053500814
ΤΗΝΟΥ,3,EL422,2024,27711.0,13398.0,12.036063717959085,1.6848816029143898
ΘΑΣΟΥ,3,EL515,2019,23758.0,51703.0,,
ΚΑΒΑΛΑΣ,3,EL515,2019,52913.0,17835.0,,
ΘΑΣΟΥ,3,EL515,2020,10202.0,15350.0,-57.0586749726408,-70.31120051060867
ΚΑΒΑΛΑΣ,3,EL515,2020,38613.0,7592.0,-27.025494679946327,-57.43201569946734
ΘΑΣΟΥ,3,EL515,2021,20911.0,40303.0,104.96961380121546,162.56026058631923
ΚΑΒΑΛΑΣ,3,EL515,2021,49439.0,13241.0,28.037189547561702,74.4072708113804
ΘΑΣΟΥ,3,EL515,2022,36456.0,64974.0,74.33886471235235,61.21380542391385
ΚΑΒΑΛΑΣ,3,EL515,2022,74825.0,21364.0,51.34812597342179,61.3473302620648
ΘΑΣΟΥ,3,EL515,2023,46000.0,76580.0,26.17950405968839,17.86252962723551
ΚΑΒΑΛΑΣ,3,EL515,2023,90323.0,29165.0,20.712328767123285,36.514697622168136
ΘΑΣΟΥ,3,EL515,2024,45707.0,86446.0,-0.6369565217391304,12.88325933664142
ΚΑΒΑΛΑΣ,3,EL515,2024,95832.0,33771.0,6.099221682185047,15.79290245156866
ΓΡΕΒΕΝΩΝ,3,EL531,2019,9075.0,3609.0,,
ΚΟΖΑΝΗΣ,3,EL531,2019,37798.0,13532.0,,
ΓΡΕΒΕΝΩΝ,3,EL531,2020,7172.0,3191.0,-20.96969696969697,-11.582155721806595
ΚΟΖΑΝΗΣ,3,EL531,2020,30466.0,6752.0,-19.397851738187207,-50.103458468814665
ΓΡΕΒΕΝΩΝ,3,EL531,2021,7112.0,1530.0,-0.8365867261572784,-52.05264807270448
ΚΟΖΑΝΗΣ,3,EL531,2021,37286.0,10769.0,22.385610188406748,59.49348341232228
ΓΡΕΒΕΝΩΝ,3,EL531,2022,10818.0,,52.10911136107986,
ΚΟΖΑΝΗΣ,3,EL531,2022,55500.0,14990.0,48.84943410395323,39.195839910855234
ΓΡΕΒΕΝΩΝ,3,EL531,2023,13082.0,1428.0,20.928082824921425,
ΚΟΖΑΝΗΣ,3,EL531,2023,63681.0,17420.0,14.74054054054054,16.210807204803203
ΓΡΕΒΕΝΩΝ,3,EL531,2024,12718.0,1552.0,-2.782449166794068,8.683473389355742
ΚΟΖΑΝΗΣ,3,EL531,2024,63277.0,18158.0,-0.6344121480504389,4.236509758897818
ΑΡΤΑΣ,3,EL541,2019,17647.0,2785.0,,
ΠΡΕΒΕΖΑΣ,3,EL541,2019,37445.0,31349.0,,
ΑΡΤΑΣ,3,EL541,2020,14588.0,1499.0,-17.33439111463705,-46.175942549371634
ΠΡΕΒΕΖΑΣ,3,EL541,2020,25501.0,14420.0,-31.89744959273601,-54.00172254298384
ΑΡΤΑΣ,3,EL541,2021,17620.0,2070.0,20.784206196874145,38.0920613742495
ΠΡΕΒΕΖΑΣ,3,EL541,2021,35928.0,28318.0,40.8885926042116,96.38002773925103
ΑΡΤΑΣ,3,EL541,2022,23140.0,2898.0,31.32803632236095,40.0
ΠΡΕΒΕΖΑΣ,3,EL541,2022,53381.0,43176.0,48.57771097751058,52.46839466063987
ΑΡΤΑΣ,3,EL541,2023,25784.0,3389.0,11.426101987899742,16.94271911663216
ΠΡΕΒΕΖΑΣ,3,EL541,2023,63662.0,50978.0,19.25966167737585,18.070224198628868
ΑΡΤΑΣ,3,EL541,2024,24737.0,3987.0,-4.060657772261868,17.645323104160518
ΠΡΕΒΕΖΑΣ,3,EL541,2024,67669.0,57117.0,6.294178630894411,12.042449684177488
ΚΑΡΔΙΤΣΑΣ,3,EL611,2019,22928.0,6435.0,,
ΤΡΙΚΑΛΩΝ,3,EL611,2019,43964.0,18951.0,,
ΚΑΡΔΙΤΣΑΣ,3,EL611,2020,17498.0,3073.0,-23.682833217027216,-52.245532245532246
ΤΡΙΚΑΛΩΝ,3,EL611,2020,29743.0,6761.0,-32.34692020744245,-64.32378238615377
ΚΑΡΔΙΤΣΑΣ,3,EL611,2021,22268.0,4063.0,27.260258315236022,32.21607549625773
ΤΡΙΚΑΛΩΝ,3,EL611,2021,37905.0,10874.0,27.44175100023535,60.8341961248336
ΚΑΡΔΙΤΣΑΣ,3,EL611,2022,31227.0,6443.0,40.23262080114963,58.57740585774059
ΤΡΙΚΑΛΩΝ,3,EL611,2022,59929.0,18502.0,58.10315261838808,70.14897921647967
ΚΑΡΔΙΤΣΑΣ,3,EL611,2023,35841.0,7060.0,14.77567489672399,9.576284339593355
ΤΡΙΚΑΛΩΝ,3,EL611,2023,67918.0,24635.0,13.330774750120977,33.147767808885526
ΚΑΡΔΙΤΣΑΣ,3,EL611,2024,36565.0,7904.0,2.020032923188527,11.954674220963172
ΤΡΙΚΑΛΩΝ,3,EL611,2024,70250.0,25122.0,3.4335522247416006,1.976862187943982
ΜΑΓΝΗΣΙΑΣ,3,EL613,2019,77956.0,35871.0,,
ΣΠΟΡΑΔΩΝ,3,EL613,2019,37078.0,58731.0,,
ΜΑΓΝΗΣΙΑΣ,3,EL613,2020,64078.0,21090.0,-17.802350043614346,-41.2059881241114
ΣΠΟΡΑΔΩΝ,3,EL613,2020,16536.0,16504.0,-55.40212524947408,-71.89899712247365
ΜΑΓΝΗΣΙΑΣ,3,EL613,2021,81123.0,29672.0,26.60039327070133,40.69227121858701
ΣΠΟΡΑΔΩΝ,3,EL613,2021,30895.0,42060.0,86.8347847121432,154.84730974309258
ΜΑΓΝΗΣΙΑΣ,3,EL613,2022,117149.0,41378.0,44.40910715826584,39.451334591534106
ΣΠΟΡΑΔΩΝ,3,EL613,2022,56095.0,77786.0,81.56659653665642,84.94056110318593
ΜΑΓΝΗΣΙΑΣ,3,EL613,2023,131276.0,45086.0,12.059001784052787,8.961283773986176
ΣΠΟΡΑΔΩΝ,3,EL613,2023,59695.0,85127.0,6.417684285586951,9.437430900161983
ΜΑΓΝΗΣΙΑΣ,3,EL613,2024,139327.0,45580.0,6.132880343703342,1.095683804285144
ΣΠΟΡΑΔΩΝ,3,EL613,2024,60564.0,95026.0,1.455733310997571,11.628507993938468
ΙΘΑΚΗΣ,3,EL623,2019,3244.0,2319.0,,
ΚΕΦΑΛΛΗΝΙΑΣ,3,EL623,2019,46293.0,66439.0,,
ΙΘΑΚΗΣ,3,EL623,2020,2011.0,927.0,-38.00863131935881,-60.025873221216045
ΚΕΦΑΛΛΗΝΙΑΣ,3,EL623,2020,21006.0,21833.0,-54.62380921521613,-67.138277216695
ΙΘΑΚΗΣ,3,EL623,2021,3415.0,1741.0,69.81601193436101,87.8101402373247
ΚΕΦΑΛΛΗΝΙΑΣ,3,EL623,2021,36479.0,43094.0,73.65990669332572,97.38011267347592
ΙΘΑΚΗΣ,3,EL623,2022,6267.0,2956.0,83.51390922401171,69.7874784606548
ΚΕΦΑΛΛΗΝΙΑΣ,3,EL623,2022,68761.0,92920.0,88.49475040434223,115.62166426880772
ΙΘΑΚΗΣ,3,EL623,2023,7620.0,3456.0,21.589277166108182,16.914749661705006
ΚΕΦΑΛΛΗΝΙΑΣ,3,EL623,2023,75480.0,101763.0,9.771527464696558,9.516788635385277
ΙΘΑΚΗΣ,3,EL623,2024,8341.0,3838.0,9.461942257217848,11.05324074074074
ΚΕΦΑΛΛΗΝΙΑΣ,3,EL623,2024,75940.0,109407.0,0.6094329623741388,7.51157100321335
ΑΡΓΟΛΙΔΑΣ,3,EL651,2019,66871.0,36663.0,,
ΑΡΚΑΔΙΑΣ,3,EL651,2019,34250.0,6965.0,,
ΑΡΓΟΛΙΔΑΣ,3,EL651,2020,48985.0,16273.0,-26.747020382527552,-55.61465237432834
ΑΡΚΑΔΙΑΣ,3,EL651,2020,27086.0,5413.0,-20.91678832116789,-22.282842785355346
ΑΡΓΟΛΙΔΑΣ,3,EL651,2021,64752.0,28197.0,32.18740430744106,73.27474958520249
ΑΡΚΑΔΙΑΣ,3,EL651,2021,32339.0,5872.0,19.393782766004577,8.479586181415112
ΑΡΓΟΛΙΔΑΣ,3,EL651,2022,93046.0,40781.0,43.69594761551767,44.628861226371605
ΑΡΚΑΔΙΑΣ,3,EL651,2022,46102.0,9022.0,42.55852067163487,53.64441416893733
ΑΡΓΟΛΙΔΑΣ,3,EL651,2023,107624.0,45050.0,15.66751929153322,10.46811014933425
ΑΡΚΑΔΙΑΣ,3,EL651,2023,54964.0,10772.0,19.22259337989675,19.39702948348481
ΑΡΓΟΛΙΔΑΣ,3,EL651,2024,110714.0,47824.0,2.8711068163234965,6.157602663706992
ΑΡΚΑΔΙΑΣ,3,EL651,2024,57027.0,11317.0,3.7533658394585543,5.059413293724471
ΛΑΚΩΝΙΑΣ,3,EL653,2019,41572.0,22413.0,,
ΜΕΣΣΗΝΙΑΣ,3,EL653,2019,91228.0,42906.0,,
