geo,NUTS_level,year,GDP,GDP_pct_diff
TRC3,2,2008,59.8,NA
TRC3,2,2009,63.3,5.7
TRC3,2,2010,71.7,13.3
TRC3,2,2011,79.2,10.4
TRC3,2,2012,83.4,5.3
TRC3,2,2013,92.4,10.9
TRC3,2,2014,97,4.9
TRC3,2,2015,100,3.1
TRC3,2,2016,102.6,2.6
TRC3,2,2017,117.1,14.2
TRC3,2,2018,124.2,6
TRC3,2,2019,129.4,4.2
TRC3,2,2020,138.1,6.8
TRC3,2,2021,151.3,9.5
TRC3,2,2022,156.7,3.6
TRC3,2,2023,166.6,6.3
