NUTS_label,year,GVA_GHI,GVA_total,GVA_GHI_pct,GVA_GHI_pct_diff,NUTS_level
Messinia,2005,395.09295,1849.45968,21.362614944922726,7.2134490212146405,3
Messinia,2006,391.335996,2046.682538,19.120502996151522,-0.9509038316173323,3
Messinia,2007,457.377412,2180.108227,20.979573689760674,16.87588585640866,3
Messinia,2008,471.714307,2227.033116,21.181288397150176,3.134587459688549,3
Messinia,2009,465.375743,2223.379499,20.931008098676365,-1.3437294366397114,3
Messinia,2010,432.445756,2133.774973,20.266699228925674,-7.075999876512682,3
Messinia,2011,377.642087,1983.777553,19.036513767831714,-12.672957992909522,3
Messinia,2012,344.884872,1851.96406,18.622654696657555,-8.674143091471695,3
Messinia,2013,352.290099,1718.026128,20.505514628587765,2.147159125031157,3
Messinia,2014,354.222132,1747.534058,20.269827095982127,0.548421032973734,3
Messinia,2015,351.163447,1773.274346,19.803108740174604,-0.8634934758960708,3
Messinia,2016,347.542695,1748.99036,19.87104691646213,-1.0310731458334383,3
Messinia,2017,360.250263,1785.361809,20.177997601605473,3.6564048627176695,3
Messinia,2018,369.108582,1769.359503,20.861141072470904,2.458934776683284,3
Messinia,2019,361.585369,1772.41318,20.400737992706645,-2.0382113467088114,3
Messinia,2020,282.711732,1605.88477,17.604733370751127,-21.81328221828578,3
Messinia,2021,334.737583,1703.269221,19.652652609049873,18.402437929247306,3
Messinia,2022,425.200644,1977.90601,21.497515142289295,27.02506846982881,3
Notios Tomeas Athinon,2000,2138.846859,6788.639981,31.50626436202524,NA,3
Notios Tomeas Athinon,2001,2156.691185,7231.564809,29.82329885664446,0.8342965708326997,3
Notios Tomeas Athinon,2002,2201.999587,7909.515088,27.83988098512873,2.100829377665382,3
Notios Tomeas Athinon,2003,2482.036964,8695.624503,28.54351591589189,12.717412784873522,3
Notios Tomeas Athinon,2004,2734.055222,9512.831443,28.740709202956076,10.153686736149673,3
Notios Tomeas Athinon,2005,2732.93168,9930.187116,27.521451993553757,-0.041094341875725866,3
Notios Tomeas Athinon,2006,2797.862071,10586.42137,26.428780540784388,2.3758512324025554,3
