geo,NUTS_label,NUTS_label_el,NUTS_level,year,GFCF_GHI,GFCF_Total,GFCF_pct,GFCF_pct_diff
EL43,Kriti,Κρήτη,2,2006,192.37524795503649,2800.0163891395596,6.870504354946047,2.081454982336684
EL43,Kriti,Κρήτη,2,2007,411.81495353289824,3745.8484829969184,10.993903127747974,114.06857582278516
EL43,Kriti,Κρήτη,2,2008,387.2886311111916,3619.55389346174,10.699899559743505,-5.955665818178538
EL43,Kriti,Κρήτη,2,2009,225.521149715468,2843.4922921143807,7.931132795432115,-41.76923059465686
EL43,Kriti,Κρήτη,2,2010,308.95995066800805,2547.0682468421724,12.130022469992834,36.99821549234376
EL43,Kriti,Κρήτη,2,2011,205.05080915674895,1736.9951752144618,11.804915297558724,-33.63191290217234
EL43,Kriti,Κρήτη,2,2012,86.92779918349328,1263.2345119768347,6.881366710561132,-57.60670267970403
EL43,Kriti,Κρήτη,2,2013,136.6953142597912,1464.775621974295,9.332167480746756,57.25155306330161
EL43,Kriti,Κρήτη,2,2014,288.5059279260832,1468.2853869429282,19.649172462771187,111.05765730767772
EL43,Kriti,Κρήτη,2,2015,281.6508871801845,1414.5475319920615,19.911023193652934,-2.376048490641409
EL43,Kriti,Κρήτη,2,2016,233.4852572941233,1363.614896569246,17.122521753139754,-17.101181667944658
EL43,Kriti,Κρήτη,2,2017,284.3417922038207,1523.0144092555545,18.669671834740306,21.781475840949145
EL43,Kriti,Κρήτη,2,2018,298.7187761276579,1421.8479669029946,21.009192479158916,5.056233138437684
EL43,Kriti,Κρήτη,2,2019,333.314740528672,1431.8803015379217,23.278114809643856,11.58144956587177
EL43,Kriti,Κρήτη,2,2020,256.38730801286005,1352.1573402800962,18.96135163972486,-23.07951709360259
EL43,Kriti,Κρήτη,2,2021,370.5432239458807,1873.0943834961724,19.78241071089293,44.52479212711057
EL43,Kriti,Κρήτη,2,2022,381.73589254965947,2153.50193072283,17.726285131378013,3.0206107899070647
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2000,105.34953163022531,909.3942748305252,11.584582677283544,NA
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2001,118.66277775394605,1014.1875396892508,11.70027959427549,12.637214345147685
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2002,164.2087484709427,1195.9172403261043,13.73077859686729,38.38269386499514
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2003,168.53158682150757,1365.514712987302,12.341982493386345,2.632526214844032
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2004,153.49811829120324,1320.285135444845,11.626133944126014,-8.920267597210922
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2005,152.5980231458781,1140.703739277554,13.377533349940938,-0.5863883905192615
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2006,183.43307458929303,1484.6923843776506,12.354954906445757,20.20671749721014
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2007,170.16315497691252,1742.7245066517555,9.764202794384403,-7.2342022517432465
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2008,285.7457254091805,2059.332524335963,13.875647668961085,67.9245577269357
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2009,117.00750503855387,1486.621856861894,7.87069721183467,-59.05187912400015
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2010,231.5745984505957,1417.5889931955735,16.335806750909725,97.91431188477358
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2011,209.97397409615613,1188.689695458905,17.664321891433044,-9.327717503976524
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2012,89.78428254211364,842.9148073047724,10.651643768033889,-57.24028040684816
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2013,52.82392460345005,657.491690636203,8.03415850812297,-41.165732901331815
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2014,224.66432259542097,784.7778438282342,28.627760628343335,325.3078965298001
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2015,288.08042202752654,819.350693862422,35.15959944691259,28.22704499739653
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2016,255.0528078614527,738.1572542104245,34.55263853422017,-11.464720140863307
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2017,249.67157047025748,796.6020307273322,31.34207054961892,-2.1098522444490624
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2018,194.2229672563907,767.426471292173,25.308348685101134,-22.208617148291694
EL42,Notio Aigaio,Νότιο Αιγαίο,2,2019,402.7709083116277,940.668990823754,42.81749608424074,107.37553029963553
